ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0090596	sensory organ morphogenesis	117/5579	278/18888	0.420863309352518	1.42485502546162	4.62037185265551	4.97356713310866e-06	0.000295089783916283	0.000249094762107695	SAMD11/SKI/MFN2/EPHA2/MFAP2/EPHB2/GRHL3/PHACTR4/KCNQ4/BCAR3/COL11A1/WNT2B/NOTCH2/WNT9A/WNT3A/ITGA8/MYO3A/CDH23/PDZD7/FGFR2/TH/KCNQ1/USH1C/LRP5/TSKU/MYO7A/FAT3/MFRP/NECTIN1/TECTA/CDON/COL2A1/LRIG3/CEP290/FOXN4/TBX3/KDM2B/ATP8A2/RPGRIP1/SIX4/YY1/DIO3/STRC/MEGF11/MAPK3/NKD1/MYO15A/NF1/STAT3/SDK2/NHERF1/USH1G/PTPRM/TTC39C/BCL2/HPN/RDH13/SOX11/IFT172/MEIS1/VAX2/ATP6V1B1/PAX8/INSIG2/SP3/COL5A2/JAG1/VSX1/BMP7/DSCAM/TBX1/BCR/LARGE1/TRIOBP/RARB/GNAT1/WNT5A/LRIG1/COL8A1/EPHB1/FOXL2/PLS1/MSX1/PROM1/WDR19/EDNRA/TENM3/FAT1/HCN1/FBN2/FOXI1/FOXF2/TFAP2A/TULP1/PTK7/MYO6/TBX18/SOBP/HDAC2/SDK1/TWIST1/GLI3/GNGT1/FGFR1/RP1/CHD7/EYA1/STAU2/ZHX2/SLC1A1/RORB/NTRK2/AGTPBP1/TDRD7/COL5A1/SHROOM2/ZIC3	117
GO:0030198	extracellular matrix organization	136/5579	332/18888	0.409638554216867	1.38685302241409	4.60425970863693	4.98336598469733e-06	0.000295089783916283	0.000249094762107695	MMP23B/TNFRSF1B/COL24A1/COL11A1/ADAM15/DPT/TNR/COLGALT2/FMOD/OPTC/WNT3A/AGT/ITGA8/COL13A1/SPOCK2/P4HA1/TLL2/HPSE2/NFKB2/MMP21/RIC8A/MIR483/MMP26/HSD17B12/MMP27/MMP1/ADAMTS15/PRICKLE1/COL2A1/RB1/COL4A1/COL4A2/GAS6/MMP14/ERO1A/SMOC1/POMT2/FLRT2/FBLN5/WDR72/ADAM10/MYO1E/ANXA2/SMAD3/THSD4/LOXL1/ADAMTS7/ADAMTSL3/ADAMTS17/MYH11/MMP2/MMP15/GFOD2/ADAMTS18/CRISPLD2/ZNF469/NF1/ITGB3/AXIN2/SMAD4/ELANE/ADAMTS10/COLGALT1/HPN/NPHS1/APLP1/HAS1/PXDN/MATN3/MPV17/ANTXR1/CLASP1/COL5A2/CFLAR/COL4A4/FERMT1/COL9A3/APP/ADAMTS1/RUNX1/COL18A1/COL6A1/MMP11/LARGE1/TMPRSS6/FBLN1/CRTAP/ADAMTS9/COL8A1/PHLDB2/MELTF/APBB2/PDGFRA/RXFP1/TLL1/ADAMTS16/ADAMTS12/EGFLAM/ADAMTS19/SPINK5/SH3PXD2B/FGFR4/COL23A1/ADAMTS2/FOXF2/ADTRP/DDR1/COL11A2/COL19A1/COL9A1/IMPG1/LAMA2/SMOC2/AEBP1/COL1A2/CAV2/ST7/PRSS1/DNAJB6/CSGALNACT1/SULF1/MMP16/EXT1/COL14A1/COL22A1/WASHC1/RIC1/ADAMTSL1/TMEM38B/OLFML2A/ABL1/POMT1/ADAMTS13/ADAMTSL2/COL5A1/PRDX4	136
GO:0045055	regulated exocytosis	98/5579	225/18888	0.435555555555556	1.47459640317859	4.63673132925484	5.05172085044729e-06	0.000296367623226241	0.000250173427301391	PIK3CD/RIMS3/RAP1A/SYT6/SYT11/SYT2/SNAP47/CTBP2/SYT8/TSPAN18/SPI1/STX3/SYT7/SYT12/GAB2/CBL/FERRY3/SYT10/LRRK2/SYT1/PPFIA2/ATP2A2/RPH3A/P2RX7/STX2/ABCC4/PTGDR/PSEN1/UNC13C/RAB27A/CPLX3/SCAMP5/SV2B/BAIAP3/PRKCB/ARHGAP17/IL4R/DOC2A/ITGAM/AP1G1/RPH3AL/ADORA2B/UNC13D/GRP/CPLX4/PIP5K1C/STXBP2/RAB11B/ADGRE2/UNC13A/RAB3A/GRIK5/CD177/NAPA/PPFIA3/NLRP5/PLEK/RAB11FIP5/CACNB4/RAPGEF4/ABCA12/HCK/RIMS4/KCNB1/SYNJ1/ITGB2/SEPTIN5/BCR/SYNGR1/SYN2/WNT7A/SCN11A/ERC2/CADPS/SNX4/NLGN1/CPLX1/CLNK/KIT/SNCA/SV2C/CPLX2/RAB44/RIMS1/RABGEF1/LAT2/PIK3CG/CADPS2/TRPV6/LYN/RIMS2/SYK/STXBP1/PTGDS/CASK/SYN1/BTK/IL13RA2	98
GO:0007269	neurotransmitter secretion	68/5579	144/18888	0.472222222222222	1.59873334528291	4.66950142839396	5.36372036374465e-06	0.000305355335010501	0.000257760243419118	RIMS3/RAP1A/SYT11/SYT2/SNAP47/KMO/GPR158/CTBP2/SYT8/ABCC8/STX3/SYT7/NRXN2/SYT12/LRRK2/NR4A1/SYT1/LIN7A/PPFIA2/ATP2A2/RPH3A/P2RX7/STX2/PSEN1/UNC13C/CPLX3/SV2B/MCTP2/BAIAP3/PRKCB/DOC2A/RPH3AL/NF1/CPLX4/PIP5K1C/STXBP2/UNC13A/RAB3A/GRIK5/NAPA/PPFIA3/BRSK1/NRXN1/DYSF/CACNB4/RIMS4/SYNJ1/SEPTIN5/SYN3/SYN2/WNT7A/ERC2/CADPS/NLGN1/CPLX1/SNCA/SV2C/MEF2C/CPLX2/GRM4/RIMS1/PRKN/CADPS2/PTPRN2/RIMS2/STXBP1/CASK/SYN1	68
GO:0099643	signal release from synapse	68/5579	144/18888	0.472222222222222	1.59873334528291	4.66950142839396	5.36372036374465e-06	0.000305355335010501	0.000257760243419118	RIMS3/RAP1A/SYT11/SYT2/SNAP47/KMO/GPR158/CTBP2/SYT8/ABCC8/STX3/SYT7/NRXN2/SYT12/LRRK2/NR4A1/SYT1/LIN7A/PPFIA2/ATP2A2/RPH3A/P2RX7/STX2/PSEN1/UNC13C/CPLX3/SV2B/MCTP2/BAIAP3/PRKCB/DOC2A/RPH3AL/NF1/CPLX4/PIP5K1C/STXBP2/UNC13A/RAB3A/GRIK5/NAPA/PPFIA3/BRSK1/NRXN1/DYSF/CACNB4/RIMS4/SYNJ1/SEPTIN5/SYN3/SYN2/WNT7A/ERC2/CADPS/NLGN1/CPLX1/SNCA/SV2C/MEF2C/CPLX2/GRM4/RIMS1/PRKN/CADPS2/PTPRN2/RIMS2/STXBP1/CASK/SYN1	68
GO:0060491	regulation of cell projection assembly	91/5579	206/18888	0.441747572815534	1.49555980558161	4.63025552402937	5.3956286627588e-06	0.000305355335010501	0.000257760243419118	WRAP73/MTOR/EPHA2/CROCC/RCC2/CAPZB/RAP1GAP/CDC42/EPHB2/TACSTD2/PLPPR5/DNM3/SDCCAG8/MYO3A/PLCE1/HRAS/EPS8L2/YAP1/EPS8/TWF1/TBC1D30/P2RX7/MPHOSPH9/CENPJ/CDKL1/SYNE2/TGFB3/EVL/HSP90AA1/RAB11A/IFT140/ATMIN/CDK10/ARHGAP44/HAP1/CDC42EP4/SEPTIN9/PALM/EVI5L/MARK4/ARHGAP35/FAM110C/SH3YL1/RHOQ/CCDC88A/NOTO/NCKAP1/RAB17/PPP1R16B/ZMYND8/TRPM2/MAP4/GAP43/GSK3B/P2RY12/PLD1/NLGN1/DYNLT2B/HTT/TAPT1/SLIT2/KIT/STAP1/ARHGAP24/GPM6A/ADAMTS16/MYO10/PIK3R1/CEP120/TENM2/TBC1D7-LOC100130357/DCDC2/RIPOR2/DAAM2/COBL/AUTS2/BIN3/RP1/STAU2/MAPK15/WASHC1/KANK1/SAXO1/KIF24/LPAR1/TRIM32/CDKL5/WAS/WDR44/TENM1/FRMD7	91
GO:0050767	regulation of neurogenesis	157/5579	393/18888	0.399491094147583	1.35249825887427	4.57207179920791	5.39769531584218e-06	0.000305355335010501	0.000257760243419118	SKI/HES5/TP73/HES2/MTOR/TNFRSF1B/SPEN/EPHB2/MACF1/KDM4A/DAB1/PRUNE1/SEMA4A/BCAN/CRABP2/TNR/PLXNA2/WNT3A/DISC1/BMPR1A/SLIT1/SHTN1/VAX1/EIF4G2/ABCC8/MYRF/CLCF1/TENM4/GRM5/YAP1/DRD2/SORL1/CDON/CAPRIN2/DIP2B/APPL2/CUX2/RNF10/ULK1/RB1/NIN/PRKCH/PSEN1/NUMB/SNW1/DICER1/ITPKA/SEMA6D/ANXA2/MAP2K1/NPTN/HAPLN3/SEMA4B/RGMA/METRN/IL34/IST1/SLC7A5/PAFAH1B1/ASPA/HES7/NF1/HAP1/MAPT/WNT3/HOXB3/BAIAP2/MBD1/DCC/MAP2K2/SEMA6B/PTPRS/NCAN/ANKRD27/WDR62/NUMBL/MEGF8/SOX11/DPYSL5/RTN4/LRP2/MAP2/CTDSP1/OBSL1/EPHA4/SERPINE2/PER2/BMP7/CDH4/SS18L1/TIAM1/DSCAM/RTN4R/SOX10/TSPO/PLXNB2/SHANK3/WNT7A/CX3CR1/TRAK1/SEMA3F/WNT5A/ROBO2/ROBO1/PLXNA1/HLTF/MME/FXR1/CLCN2/MAP3K13/ETV5/SLIT2/KIT/PPP3CA/POU4F2/SEMA5A/IL6ST/SEMA6A/FSTL4/CDKL3/CTNNA1/RGS14/SYNGAP1/DAAM2/CUL7/EPHA7/HDAC2/OPRM1/TIAM2/DYNLT1/QKI/GLI3/CAMK2B/EGFR/SEMA3C/SEMA3A/CUX1/RELN/FEZF1/SMO/PLXNA4/RHEB/LYN/PLAG1/CHD7/STAU2/IL33/PTPRD/NTRK2/SEMA4D/TRIM32/BRINP1/CDKL5/IL1RAPL1/ARMCX5-GPRASP2/TRPC5/FGF13	157
GO:0051656	establishment of organelle localization	184/5579	472/18888	0.389830508474576	1.31979183439107	4.55541213879573	5.45653290202202e-06	0.000305952145727536	0.000258264030509305	PRKCZ/PIK3CD/PEX14/CROCC/ATP13A2/RCC2/PINK1/CDC42/TRAPPC3/CDCA8/AGBL4/SYT11/PMF1/NUF2/DNM3/SEC16B/CRYZL2P-SEC16B/NEK2/FMN2/ARHGAP21/PARD3/EXOC6/SLIT1/ABRAXAS2/ARFGAP2/MAJIN/KAT5/NUMA1/MYO7A/GAB2/CBL/FEZ1/FERRY3/BORCS5/IRAG2/BICD1/LRRK2/TUBA1A/LIN7A/PPFIA2/BICDL1/TMED2/RAN/RB1/PIBF1/NOP9/PTGDR/EXOC5/SYNE2/PSEN1/CLMN/MYO5A/UNC13C/RAB27A/RAB11A/AP3B2/BAIAP3/PKD1/BICDL2/NDE1/IL4R/TERB1/FHOD1/RIPOR1/CDH3/AP1G1/TRAPPC2L/SPIRE2/PAFAH1B1/SLC2A4/BORCS6/ADORA2B/UBB/RHOT1/C17orf75/ZNF207/MYO19/HAP1/MAPT/KPNB1/ANKFN1/TANC2/NHERF1/CDR2L/LLGL2/UNC13D/EXOC7/CHMP6/MYO5B/GRP/MISP/STXBP2/TRAPPC5/RAB11B/DNM2/ADGRE2/UNC13A/MAP1S/RAB3A/ACTN4/NECTIN2/NUP62/NLRP5/CENPA/SPDYA/LRPPRC/ANKRD53/EXOC6B/CLASP1/BBS5/PARD3B/MAP2/CUL3/RAB17/KIF1A/KIF3B/EIF6/ATP9A/SYNJ1/TRAPPC10/SEPTIN5/SUN2/ARFGAP3/SCN11A/TRAK1/MAP4/CADPS/SNX4/RAB7A/NMD3/NLGN1/LSG1/CEP19/DLG1/HTT/CLNK/KIT/SDAD1/SNCA/CENPE/EXOC3/TRAPPC13/RIOK2/CEP120/SAR1B/FBXW11/CPLX2/EXOC2/KIF13A/RAB44/PKHD1/MDN1/GJA1/DYNLT1/EZR/PRKN/SUN1/MAD1L1/STARD3NL/RABGEF1/LAT2/DYNC1I1/PIK3CG/CADPS2/EXOC4/MCPH1/PINX1/LYN/GEM/SYBU/FAM91A1/TRAPPC9/MAPK15/AGTPBP1/SYK/STXBP1/DNM1/GPSM1/SEC16A/PTGDS/SHROOM2/TRAPPC2/BTK/IL13RA2	184
GO:0098659	inorganic cation import across plasma membrane	61/5579	126/18888	0.484126984126984	1.63903754726483	4.65971163556216	5.96682429272361e-06	0.000327450555065729	0.000276411528158056	SLC9C2/CACNA1E/CACNA1S/ATP2B4/MIR210/KCNQ1/ABCC8/CACNA1C/ATP12A/NALF1/SLC8A3/SLC24A4/TRPM1/SLC24A1/HCN4/CACNA1H/SCNN1G/SCNN1B/SLC9A5/SLC12A4/TRPV1/ATP1B2/CACNA1G/SLC39A11/HCN2/CACNA1A/ATP1A3/SLC8A2/TRPM4/SLC8A1/PPP3R1/CNGA3/SLC9A2/KCNJ13/SLC12A5/KCNJ6/KCNJ15/TRPM2/SLC5A1/KCNJ4/CACNA1I/SLC6A1/CACNA1D/SLC12A8/SLC9A9/DLG1/PPP3CA/SLC9A3/SLC12A7/SLC12A2/CACNA2D1/TRPV6/KCNH2/SLC39A14/PPP3CC/SLC30A8/KCNK9/SLC24A2/CACNA1B/CACNA1F/SLC9A6	61
GO:0099587	inorganic ion import across plasma membrane	61/5579	126/18888	0.484126984126984	1.63903754726483	4.65971163556216	5.96682429272361e-06	0.000327450555065729	0.000276411528158056	SLC9C2/CACNA1E/CACNA1S/ATP2B4/MIR210/KCNQ1/ABCC8/CACNA1C/ATP12A/NALF1/SLC8A3/SLC24A4/TRPM1/SLC24A1/HCN4/CACNA1H/SCNN1G/SCNN1B/SLC9A5/SLC12A4/TRPV1/ATP1B2/CACNA1G/SLC39A11/HCN2/CACNA1A/ATP1A3/SLC8A2/TRPM4/SLC8A1/PPP3R1/CNGA3/SLC9A2/KCNJ13/SLC12A5/KCNJ6/KCNJ15/TRPM2/SLC5A1/KCNJ4/CACNA1I/SLC6A1/CACNA1D/SLC12A8/SLC9A9/DLG1/PPP3CA/SLC9A3/SLC12A7/SLC12A2/CACNA2D1/TRPV6/KCNH2/SLC39A14/PPP3CC/SLC30A8/KCNK9/SLC24A2/CACNA1B/CACNA1F/SLC9A6	61
GO:0043062	extracellular structure organization	136/5579	333/18888	0.408408408408408	1.38268829862305	4.56166910159391	5.99499122279428e-06	0.000327450555065729	0.000276411528158056	MMP23B/TNFRSF1B/COL24A1/COL11A1/ADAM15/DPT/TNR/COLGALT2/FMOD/OPTC/WNT3A/AGT/ITGA8/COL13A1/SPOCK2/P4HA1/TLL2/HPSE2/NFKB2/MMP21/RIC8A/MIR483/MMP26/HSD17B12/MMP27/MMP1/ADAMTS15/PRICKLE1/COL2A1/RB1/COL4A1/COL4A2/GAS6/MMP14/ERO1A/SMOC1/POMT2/FLRT2/FBLN5/WDR72/ADAM10/MYO1E/ANXA2/SMAD3/THSD4/LOXL1/ADAMTS7/ADAMTSL3/ADAMTS17/MYH11/MMP2/MMP15/GFOD2/ADAMTS18/CRISPLD2/ZNF469/NF1/ITGB3/AXIN2/SMAD4/ELANE/ADAMTS10/COLGALT1/HPN/NPHS1/APLP1/HAS1/PXDN/MATN3/MPV17/ANTXR1/CLASP1/COL5A2/CFLAR/COL4A4/FERMT1/COL9A3/APP/ADAMTS1/RUNX1/COL18A1/COL6A1/MMP11/LARGE1/TMPRSS6/FBLN1/CRTAP/ADAMTS9/COL8A1/PHLDB2/MELTF/APBB2/PDGFRA/RXFP1/TLL1/ADAMTS16/ADAMTS12/EGFLAM/ADAMTS19/SPINK5/SH3PXD2B/FGFR4/COL23A1/ADAMTS2/FOXF2/ADTRP/DDR1/COL11A2/COL19A1/COL9A1/IMPG1/LAMA2/SMOC2/AEBP1/COL1A2/CAV2/ST7/PRSS1/DNAJB6/CSGALNACT1/SULF1/MMP16/EXT1/COL14A1/COL22A1/WASHC1/RIC1/ADAMTSL1/TMEM38B/OLFML2A/ABL1/POMT1/ADAMTS13/ADAMTSL2/COL5A1/PRDX4	136
GO:0120032	regulation of plasma membrane bounded cell projection assembly	90/5579	204/18888	0.441176470588235	1.49362630874182	4.58950038813503	6.45801301906552e-06	0.00034972624349401	0.000295215152045631	WRAP73/MTOR/EPHA2/CROCC/RCC2/CAPZB/RAP1GAP/CDC42/EPHB2/TACSTD2/PLPPR5/DNM3/SDCCAG8/MYO3A/PLCE1/HRAS/EPS8L2/YAP1/EPS8/TWF1/TBC1D30/P2RX7/MPHOSPH9/CENPJ/CDKL1/SYNE2/TGFB3/EVL/HSP90AA1/RAB11A/IFT140/ATMIN/CDK10/ARHGAP44/HAP1/CDC42EP4/SEPTIN9/PALM/EVI5L/MARK4/ARHGAP35/SH3YL1/RHOQ/CCDC88A/NOTO/NCKAP1/RAB17/PPP1R16B/ZMYND8/TRPM2/MAP4/GAP43/GSK3B/P2RY12/PLD1/NLGN1/DYNLT2B/HTT/TAPT1/SLIT2/KIT/STAP1/ARHGAP24/GPM6A/ADAMTS16/MYO10/PIK3R1/CEP120/TENM2/TBC1D7-LOC100130357/DCDC2/RIPOR2/DAAM2/COBL/AUTS2/BIN3/RP1/STAU2/MAPK15/WASHC1/KANK1/SAXO1/KIF24/LPAR1/TRIM32/CDKL5/WAS/WDR44/TENM1/FRMD7	90
GO:0015698	inorganic anion transport	77/5579	169/18888	0.455621301775148	1.54253004981699	4.58683150166542	7.09208924214858e-06	0.000380809130832656	0.000321453215337707	GABRD/CLCN6/SLC1A7/CLCA3P/XPR1/PACC1/ANO9/KCNQ1/ANO5/ANO3/ANO1/CLNS1A/SLC37A2/ANO2/ANO6/VDR/AQP6/SLC17A8/ANO4/GABRB3/GABRA5/GABRG3/OCA2/CLCN7/ABCC6/SLC12A4/TTYH2/SLC26A11/FXYD3/FXYD1/SLC4A5/SLC20A1/SLC4A10/SLC11A1/ANO7/SLC12A5/CEBPB/SLC37A1/TSPO/SLC6A1/ANO10/SLC26A6/CASR/SLC12A8/CLCN2/SLC26A1/GABRG1/GABRA2/GABRB1/PRKG2/GLRB/GLRA3/SLC12A7/ANKH/SLC12A2/SLC4A9/GABRB2/GABRG2/GABRP/SLC26A8/GABRR2/ABCB1/SLC12A9/CFTR/CLCN1/FGFR1/SLC20A2/TG/SLC1A1/LRRC8A/CLIC3/CLCN4/GLRA2/CLCN5/SLC6A14/GABRE/GABRA3	77
GO:0045229	external encapsulating structure organization	136/5579	334/18888	0.407185628742515	1.37854851329784	4.51921455537063	7.19727415195179e-06	0.000383209487619887	0.000323479433578656	MMP23B/TNFRSF1B/COL24A1/COL11A1/ADAM15/DPT/TNR/COLGALT2/FMOD/OPTC/WNT3A/AGT/ITGA8/COL13A1/SPOCK2/P4HA1/TLL2/HPSE2/NFKB2/MMP21/RIC8A/MIR483/MMP26/HSD17B12/MMP27/MMP1/ADAMTS15/PRICKLE1/COL2A1/RB1/COL4A1/COL4A2/GAS6/MMP14/ERO1A/SMOC1/POMT2/FLRT2/FBLN5/WDR72/ADAM10/MYO1E/ANXA2/SMAD3/THSD4/LOXL1/ADAMTS7/ADAMTSL3/ADAMTS17/MYH11/MMP2/MMP15/GFOD2/ADAMTS18/CRISPLD2/ZNF469/NF1/ITGB3/AXIN2/SMAD4/ELANE/ADAMTS10/COLGALT1/HPN/NPHS1/APLP1/HAS1/PXDN/MATN3/MPV17/ANTXR1/CLASP1/COL5A2/CFLAR/COL4A4/FERMT1/COL9A3/APP/ADAMTS1/RUNX1/COL18A1/COL6A1/MMP11/LARGE1/TMPRSS6/FBLN1/CRTAP/ADAMTS9/COL8A1/PHLDB2/MELTF/APBB2/PDGFRA/RXFP1/TLL1/ADAMTS16/ADAMTS12/EGFLAM/ADAMTS19/SPINK5/SH3PXD2B/FGFR4/COL23A1/ADAMTS2/FOXF2/ADTRP/DDR1/COL11A2/COL19A1/COL9A1/IMPG1/LAMA2/SMOC2/AEBP1/COL1A2/CAV2/ST7/PRSS1/DNAJB6/CSGALNACT1/SULF1/MMP16/EXT1/COL14A1/COL22A1/WASHC1/RIC1/ADAMTSL1/TMEM38B/OLFML2A/ABL1/POMT1/ADAMTS13/ADAMTSL2/COL5A1/PRDX4	136
GO:0034765	regulation of monoatomic ion transmembrane transport	141/5579	349/18888	0.404011461318052	1.36780220135783	4.4902533321912	8.02651391573757e-06	0.000423799934750944	0.00035774313338476	KCNAB2/EPHB2/HPCA/SLC6A9/PDE4B/CASQ2/NOS1AP/LRRC52/ATP2B4/PSEN2/ACTN2/RYR2/RGS7/CACNB2/ANK3/ANO9/MIR210/DRD4/KCNQ1/STIM1/P2RX3/AHNAK/GRM5/DRD2/FXYD6/CACNA1C/CRACR2A/GRIN2B/ANO6/KCNC2/NOS1/PLA2G1B/P2RX7/P2RX4/FGF14/PRKD1/AKAP6/COA8/CAPN3/PML/ANTKMT/GRIN2A/JPH3/CYBA/YWHAE/P2RX5/FGF11/ATP1B2/DHRS7C/PIRT/ASIC2/STAC2/HAP1/CRHR1/ITGB3/RGS9/NHERF1/GRIN2C/NEDD4L/GRP/BCL2/NETO1/PRKACA/TMEM38A/FXYD3/FXYD1/FXYD7/FXYD5/ACTN4/CACNG6/YWHAQ/SLC8A1/PRKCE/LHCGR/PPP3R1/KCNIP3/DPP10/CACNB4/STK39/HECW2/MIR153-1/KCNJ13/TMC2/SNTA1/MIR499A/PLCG1/JPH2/KCNG1/NTSR1/KCNE1/KCNJ6/KCNJ15/KCNJ4/SHANK3/CAV3/GPD1L/SCN5A/CACNA1D/TRPC1/KCNAB1/FGF12/DLG1/HTT/KCNIP4/PKD2/SNCA/PPP3CA/ANK2/CAMK2D/EDNRA/PDE4D/KCNN2/KCNIP1/KCNMB1/TRDN/TSPAN13/ADCYAP1R1/NPSR1/HECW1/NIPSNAP2/CACNA2D1/ABCB1/RELN/PIK3CG/CFTR/KEL/TCAF2/KCNH2/DPP6/PPP3CC/PTK2B/OPRK1/LYN/CHD7/WNK2/TMEM38B/PTPN3/ABL1/GRIN1/DMD/FGF13	141
GO:0060191	regulation of lipase activity	38/5579	69/18888	0.550724637681159	1.86450743081587	4.65781208280257	8.20519066674667e-06	0.000429653620367825	0.000362684417379207	PLA2G5/SORT1/RHOC/APOA2/ABL2/FGFR2/HRAS/APOC3/APOA4/BICD1/PLA2G1B/FLT1/HTR2A/APOH/GNA15/PLIN5/RASGRP4/APOC1/C5AR1/NR1H2/PLA2R1/GPR55/FGFR3/TXK/PDGFRA/KIT/SNCA/EDNRA/PDGFRB/ESR1/EGFR/ADRA1A/FGFR1/GPIHBP1/GNAQ/LPAR1/ABL1/ARHGAP6	38
GO:0097120	receptor localization to synapse	35/5579	62/18888	0.564516129032258	1.91119925527179	4.65282943196098	8.87360205753593e-06	0.000460845431447112	0.000389014426698361	PRKCZ/CLSTN1/RAP1A/HRAS/STX3/DLG2/GRIP1/GPC6/ADAM10/RAB11A/NPTN/CACNG3/VPS35/NETO2/SHISA6/ARHGAP44/ERBB2/ITGB3/CEP112/NETO1/CACNG8/ERBB4/KIF3B/CACNG2/GRIP2/NLGN1/DLG1/CPLX1/NSG1/STX7/RELN/GRIPAP1/IQSEC2/DLG3/GPC4	35
GO:0002028	regulation of sodium ion transport	44/5579	84/18888	0.523809523809524	1.77338488720457	4.59935743113454	9.43306137302857e-06	0.000484118026182896	0.000408659571211339	ATP2B4/ANK3/DRD4/DRD2/FXYD6/PKP2/CNTN1/NOS1/P2RX7/P2RX4/FGF14/PRSS8/FGF11/ATP1B2/NHERF1/NEDD4L/GRP/NETO1/FXYD3/FXYD1/FXYD7/FXYD5/ACTN4/DMPK/PRKCE/STK39/HECW2/SERPINE2/SNTA1/CAV3/GPD1L/SCN5A/FGF12/DLG1/CAMK2D/NKAIN2/CNKSR3/HECW1/NOS3/NKAIN3/WNK2/PTPN3/DMD/FGF13	44
GO:0048592	eye morphogenesis	74/5579	162/18888	0.45679012345679	1.54648715752856	4.52274306682409	9.47453207807435e-06	0.000484118026182896	0.000408659571211339	SAMD11/SKI/MFN2/EPHA2/MFAP2/EPHB2/PHACTR4/BCAR3/WNT2B/NOTCH2/WNT9A/TH/USH1C/LRP5/TSKU/MYO7A/FAT3/MFRP/NECTIN1/CDON/CEP290/FOXN4/KDM2B/ATP8A2/RPGRIP1/YY1/DIO3/MEGF11/NKD1/NF1/STAT3/SDK2/PTPRM/BCL2/RDH13/SOX11/IFT172/MEIS1/VAX2/SP3/COL5A2/JAG1/VSX1/BMP7/DSCAM/LARGE1/RARB/GNAT1/WNT5A/COL8A1/EPHB1/FOXL2/PROM1/TENM3/FAT1/HCN1/FBN2/FOXF2/TFAP2A/TULP1/SDK1/TWIST1/GLI3/GNGT1/RP1/STAU2/ZHX2/SLC1A1/RORB/NTRK2/AGTPBP1/TDRD7/COL5A1/SHROOM2	74
GO:0032970	regulation of actin filament-based process	153/5579	385/18888	0.397402597402597	1.3454275425238	4.43356634335869	9.89338583376396e-06	0.000501475941141827	0.000423311944600881	MTOR/ARHGEF10L/CAPZB/CDC42/ASAP3/GRHL3/TACSTD2/KANK4/PDE4B/RHOC/SPTA1/ABL2/ADORA1/ACTN2/RYR2/MYO3A/SVIL/CTNNA3/ADD3/RNH1/HRAS/SWAP70/RHOD/CORO1B/PPFIA1/FCHSD2/PAK1/JAM3/CACNA1C/EPS8/PKP2/TWF1/RAPGEF3/LIMA1/ATP2A2/PXN/FZD10/WASF3/PRKD1/SPTB/TGFB3/EVL/TJP1/FMN1/SPTBN5/CGNL1/SMAD3/CORO2B/HCN4/AKAP13/ARHGAP17/FHOD1/COTL1/CDK10/CRK/ARHGEF15/ARHGAP44/FLII/TAOK1/SSH2/ITGB3/BCAS3/CDC42EP4/GRB2/BAIAP2/DSG2/FHOD3/SMAD4/ARHGEF18/PIK3R2/RHPN2/NPHS1/PLEKHG2/VASP/ARHGAP35/TRPM4/SHANK1/PRKCE/RHOQ/SPTBN1/CCDC88A/PLEK/ADD2/CTNNA2/ANKRD23/NCK2/CLASP1/NCKAP1/TMEFF2/HCK/ARHGAP40/PREX1/TRPM2/SH3BP1/TRIOBP/BAIAP2L2/CELSR1/SHANK3/CAV3/SCN5A/FAM107A/EPHA3/PHLDB2/NCK1/DLG1/ADD1/WDR1/SLIT2/LIMCH1/PDGFRA/CRACD/EPHA5/ANK2/CAMK2D/SYNPO2/SEMA5A/PDE4D/PIK3R1/PDGFRB/SYNPO/CYFIP2/DSP/NEDD9/CARMIL1/DAAM2/SNX9/PRKN/CCL24/BAIAP2L1/MET/ARHGEF10/GATA4/DLC1/SORBS3/PTK2B/SFRP1/STAU2/MTSS1/CYRIB/RHPN1/WASHC1/KANK1/TMOD1/LPAR1/MEGF9/SPTAN1/ABL1/ARHGAP6/WAS/TMSB15B/TENM1/FRMD7/FGF13	153
GO:0071867	response to monoamine	34/5579	60/18888	0.566666666666667	1.91848001433949	4.61349654198504	1.06247016014283e-05	0.000530063853123226	0.0004474439190788	GNB1/HCN3/CALY/DRD4/DRD2/HTR3B/LRRK2/HTR2A/PRKD1/GNG2/SIN3A/VPS35/GNAO1/ARRB2/RGS9/NHERF1/PALM/GNA11/GNA15/APLP1/GSK3A/ALK/COMT/GSK3B/ADCY5/HTR3E/NSG1/HDAC2/PRKN/CAV2/SLC1A1/GNA14/GNAQ/ABL1	34
GO:0071869	response to catecholamine	34/5579	60/18888	0.566666666666667	1.91848001433949	4.61349654198504	1.06247016014283e-05	0.000530063853123226	0.0004474439190788	GNB1/HCN3/CALY/DRD4/DRD2/HTR3B/LRRK2/HTR2A/PRKD1/GNG2/SIN3A/VPS35/GNAO1/ARRB2/RGS9/NHERF1/PALM/GNA11/GNA15/APLP1/GSK3A/ALK/COMT/GSK3B/ADCY5/HTR3E/NSG1/HDAC2/PRKN/CAV2/SLC1A1/GNA14/GNAQ/ABL1	34
